Slno,Area,Year,Rural population,Urban population,Urbanization Rate,"Abaca, manila hemp, raw","Agave fibres, raw, n.e.c.","Almonds, in shell","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Apples,Apricots,Areca nuts,Artichokes,Asparagus,Avocados,"Bambara beans, dry",Bananas,Barley,"Beans, dry",Beeswax,Blueberries,"Brazil nuts, in shell","Broad beans and horse beans, dry","Broad beans and horse beans, green",Buckwheat,"Buffalo fat, unrendered",Cabbages,Canary seed,Cantaloupes and other melons,Carrots and turnips,"Cashew nuts, in shell",Cashewapple,Cassava leaves,"Cassava, fresh",Castor oil seeds,"Cattle fat, unrendered",Cauliflowers and broccoli,Cereals n.e.c.,Cherries,"Chestnuts, in shell","Chick peas, dry",Chicory roots,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Cinnamon and cinnamon-tree flowers, raw","Cloves (whole stems), raw",Cocoa beans,"Coconuts, in shell","Coffee, green","Coir, raw","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,"Edible offal of buffalo, fresh, chilled or frozen","Edible offal of cattle, fresh, chilled or frozen","Edible offal of goat, fresh, chilled or frozen","Edible offal of pigs, fresh, chilled or frozen","Edible offal of sheep, fresh, chilled or frozen","Edible offals of camels and other camelids, fresh, chilled or frozen","Edible offals of horses and other equines,  fresh, chilled or frozen","Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Eggplants (aubergines),"Eggs from other birds in shell, fresh, n.e.c.",Fat of camels,Fat of pigs,Figs,"Flax, raw or retted",Fonio,"Game meat, fresh, chilled or frozen","Ginger, raw","Goat fat, unrendered",Gooseberries,Grapes,Green corn (maize),Green garlic,"Groundnuts, excluding shelled","Hazelnuts, in shell",Hempseed,"Hen eggs in shell, fresh",Hop cones,"Horse meat, fresh or chilled",Jojoba seeds,"Jute, raw or retted",Kapok fruit,Karite nuts (sheanuts),"Kenaf, and other textile bast fibres, raw or retted",Kiwi fruit,Kola nuts,Leeks and other alliaceous vegetables,Lemons and limes,"Lentils, dry",Lettuce and chicory,Linseed,Locust beans (carobs),Lupins,Maize (corn),"Mangoes, guavas and mangosteens",Maté leaves,"Meat of asses, fresh or chilled","Meat of buffalo, fresh or chilled","Meat of camels, fresh or chilled","Meat of cattle with the bone, fresh or chilled","Meat of chickens, fresh or chilled","Meat of ducks, fresh or chilled","Meat of geese, fresh or chilled","Meat of goat, fresh or chilled","Meat of mules, fresh or chilled","Meat of other domestic camelids, fresh or chilled","Meat of other domestic rodents, fresh or chilled","Meat of pig with the bone, fresh or chilled","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","Meat of rabbits and hares, fresh or chilled","Meat of sheep, fresh or chilled","Meat of turkeys, fresh or chilled",Melonseed,Millet,Mixed grain,Mushrooms and truffles,Mustard seed,Natural honey,Natural rubber in primary forms,"Nutmeg, mace, cardamoms, raw",Oats,Oil palm fruit,Okra,Olives,"Onions and shallots, dry (excluding dehydrated)","Onions and shallots, green",Oranges,"Other beans, green",Other berries and fruits of the genus vaccinium n.e.c.,"Other citrus fruit, n.e.c.","Other fibre crops, raw, n.e.c.","Other fruits, n.e.c.","Other meat of mammals, fresh or chilled","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","Other oil seeds, n.e.c.",Other pome fruits,Other pulses n.e.c.,"Other stimulant, spice and aromatic crops, n.e.c.",Other stone fruits,Other sugar crops n.e.c.,"Other tropical fruits, n.e.c.","Other vegetables, fresh n.e.c.",Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green","Pepper (Piper spp.), raw","Peppermint, spearmint",Persimmons,"Pigeon peas, dry",Pineapples,"Pistachios, in shell",Plantains and cooking bananas,Plums and sloes,Pomelos and grapefruits,Poppy seed,Potatoes,"Pumpkins, squash and gourds","Pyrethrum, dried flowers",Quinces,Quinoa,"Ramie, raw or retted",Rape or colza seed,Raspberries,Raw hides and skins of buffaloes,Raw hides and skins of cattle,Raw hides and skins of goats or kids,Raw hides and skins of sheep or lambs,Raw milk of buffalo,Raw milk of camel,Raw milk of cattle,Raw milk of goats,Raw milk of sheep,Rice,Rye,Safflower seed,"Seed cotton, unginned",Sesame seed,"Sheep fat, unrendered","Shorn wool, greasy, including fleece-washed shorn wool",Silk-worm cocoons suitable for reeling,"Sisal, raw","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",Sorghum,Sour cherries,Soya beans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,Tallowtree seeds,"Tangerines, mandarins, clementines",Taro,Tea leaves,Tomatoes,Triticale,"True hemp, raw or retted",Tung nuts,Unmanufactured tobacco,"Vanilla, raw",Vetches,"Walnuts, in shell",Watermelons,Wheat,Yams,Yautia,Food Price Index,Average dietary energy requirement (kcal/cap/day),Percentage of children under 5 years affected by wasting (percent),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Agricultural land,Agriculture,Arable land,Cropland,Farm buildings and Farmyards,Perm. meadows & pastures - Cultivated,Perm. meadows & pastures - Nat. growing,Permanent crops,Permanent meadows and pastures,Temporary crops,Temporary fallow,Temporary meadows and pastures,Nutrient balance
271,Lesotho,2022,1667.714,712.787,0.42740362,0,0,0,0,0,0,0,0,0,0,0,0,297.05,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.41,38.36,79.53,126.15,0,8.95,0,0,0,0,68.32,0,0,0,5605.66,0,4.9,0,0,0,0,0,0,0,26880.35,0,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72096,0,0,60.3,0,0,955.53,574.56,0,0,216.29,0,0,0,744.36,0,0,582.22,0,0,0,0,0,0,0,0,0,333.72,0,0,0,0,0,0,0,0,0,0,14928.52,0,0,0,0,0,0,0,0,0,33035.69,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,133101.87,0,0,0,0,0,0,0,0,202.13,35.91,180.21,0,0,150564.91,0,0,0,0,0,0,0,70.7,3614.29,0,0,0,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704,0,0,174.97,2303,0,32.8,0,2433,2433,266,433,0,0,0,4,2000,192,74,0,4.0771
272,Liberia,2020,2445.292,2658.561,1.087216169,0,0,0,0,0,0,0,0,0,0,0,145336.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632137.07,0,23.2,0,0,0,0,0,0,0,0,0,0,18000,8400,624.98,0,0,0,0,0,0,0,208.76,184.66,486.35,160.87,0,0,0,0,4207,0,607.93,0,0,0,8132.78,0,22.82,0,0,24820.25,0,6876.34,0,0,123570.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.78,13906.26,336.9,0,1037.4,0,0,0,9726.91,0,0,893.7,0,0,0,0,0,0,0,86500,0,0,188000,0,0,0,0,7860.47,0,0,0,0,0,0,2994.37,0,0,3988.78,0,0,0,3242.81,96069.92,0,0,0,0,0,0,0,0,0,9444.51,0,51678.48,0,0,0,0,0,0,0,0,0,0,0,0,185.57,228.23,250.23,0,0,8522.6,0,0,279000,0,0,0,0,17.87,0,0,0,0,0,0,3365.1,0,0,0,0,276318.53,0,24931.06,0,0,27855.05,0,3519.99,0,0,0,0,0,0,0,0,0,20626.94,0,216.84,2213,0,37.3,37.5,1923.04,1923.04,500,700,0,0,0,200,1223.04,386.0391,59.2436,54.7173,5.5576
273,Liberia,2021,2481.436,2750.646,1.1084896,0,0,0,0,0,0,0,0,0,0,0,142680.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629365.82,0,23.46,0,0,0,0,0,0,0,0,0,0,22000,8400,624.78,0,0,0,0,0,0,0,211.12,184.47,485.15,162.33,0,0,0,0,4207,0,606.43,0,0,0,8139.93,0,22.8,0,0,24877.1,0,6751.81,0,0,125098.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.89,14166.95,339.38,0,1036.33,0,0,0,9702.92,0,0,901.86,0,0,0,0,0,0,0,101400,0,0,189000,0,0,0,0,7826.83,0,0,0,0,0,0,3003.82,0,0,3961.7,0,0,0,3243.05,96910.7,0,0,0,0,0,0,0,0,0,9303.5,0,50719.58,0,0,0,0,0,0,0,0,0,0,0,0,187.66,227.99,252.52,0,0,8377.68,0,0,255600,0,0,0,0,18.04,0,0,0,0,0,0,3384.81,0,0,0,0,276917.25,0,24558.72,0,0,27773.77,0,3568.74,0,0,0,0,0,0,0,0,0,20499.99,0,217.31,2220,0,37.5,38.3,1923.04,1923.04,500,700,0,0,0,200,1223.04,389.3559,55.9279,54.7162,5.172933333
274,Liberia,2022,2517.04,2845.823,1.130622874,0,0,0,0,0,0,0,0,0,0,0,143372.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622097.4,0,23.66,0,0,0,0,0,0,0,0,0,0,20000,9600,626.06,0,0,0,0,0,0,0,212.9,184.7,485.49,163.71,0,0,0,0,4207,0,606.86,0,0,0,8035.77,0,22.83,0,0,24696.32,0,6788.65,0,0,126715.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.78,14462.12,342.51,0,1037.66,0,0,0,9709.83,0,0,909.52,0,0,0,0,0,0,0,107100,0,0,190603.46,0,0,0,0,7780.73,0,0,0,0,0,0,2981.02,0,0,3987.53,0,0,0,3243.46,95562.77,0,0,0,0,0,0,0,0,0,9351.94,0,50949.41,0,0,0,0,0,0,0,0,0,0,0,0,189.25,228.29,254.67,0,0,8468.9,0,0,288000,0,0,0,0,18.19,0,0,0,0,0,0,3374.97,0,0,0,0,277774.66,0,24689.19,0,0,27810.5,0,3583.48,0,0,0,0,0,0,0,0,0,20490.72,0,213.79,2226,0,37.3,38.4,1923.04,1923.04,500,700,0,0,0,200,1223.04,389.3559,55.9279,54.7162,5.0889
275,Libya,2020,1286.402,5375.771,4.178919964,0,0,34690,0,16260,25990,0,0,0,0,0,0,70000,1170,0,0,0,270,19581.59,0,0,4730,0,26480,33750,0,0,0,0,0,112.16,7740,0,0,0,80,0,0,26230,0,0,0,0,0,0,0,0,8600,0,177630,0,785.12,1736.11,0,4402.4,228.5,0,0,2900,0,228.5,0,10420,0,0,0,0,253.18,0,31377,0,4700,16710,0,0,1381475,0,0,0,0,0,0,0,0,0,0,20890,0,0,0,0,0,3411,0,0,0,0,4570,7010,129750,0,0,11393.21,0,0,0,0,0,0,31042.6,0,0,6000,0,0,0,800,0,0,0,0,0,172520,188910,57750,53350,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,73670,0,14245.47,1470,5870,6440,0,0,0,0,0,0,0,55266.39,0,0,366750,35340,0,0,0,0,0,0,0,939.34,1265.91,6772.93,0,1995.83,146129.49,20300.46,61047.54,0,0,0,0,0,677.29,10186.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10270,0,0,218210,0,0,0,1260,0,0,0,219373.65,130000,0,0,199.73,2384,0,20.7,11,15350,15350,1720,2050,0,0,0,330,13300,1327.9746,203.798,188.2274,3.075066667
276,Libya,2021,1282.075,5463.598,4.261527602,0,0,34600,1270,16250,25900,0,0,0,0,0,0,70000,1170,0,0,0,260,19670,0,0,4770,0,26530,34670,0,0,0,0,0,93.76,7690,0,0,0,80,0,0,26230,0,0,0,0,0,0,0,0,8630,0,179570,0,656.32,1712.1,0,4300.91,289,0,0,2880,0,289,0,11007.23,0,0,0,0,249.68,0,31320,0,4769.38,16440,0,0,1378405,0,0,0,0,0,0,0,0,0,0,21360,0,0,0,0,0,3452,0,0,0,0,5780,5860,127570,0,0,11235.65,0,0,0,0,0,0,30326.96,0,0,6000,0,0,0,790,0,0,0,0,0,173260,189500,56250,53000,0,0,0,0,4870,0,0,0,0,0,0,0,0,0,74490,0,14080,1460,5920,6520,0,0,0,0,0,0,0,55624.75,0,0,328890,35210,0,0,0,0,0,0,0,785.24,1248.41,6616.79,0,2206.33,135695.89,20623.38,60709.99,0,0,0,0,0,661.68,10198.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10370,0,0,219520,0,0,0,1270,0,0,0,233870,130000,0,0,207.13,2390,0,21.2,11.9,15350,15350,1720,2050,0,0,0,330,13300,1339.3843,192.3921,188.2236,3.107166667
277,Libya,2022,1275.753,5547.099,4.348097947,0,0,33916.08,1270,15034.22,25849.97,0,0,0,0,0,0,70000,1177.87,0,0,0,246.73,19770.13,0,0,4801.87,0,26587.57,34945.93,0,0,0,0,0,102.37,7667.52,0,0,0,73.88,0,0,25903.53,0,0,0,0,0,0,0,0,8309.41,0,182327.36,0,716.59,1699.37,0,4224.08,317.21,0,0,2782.44,0,317.21,0,10137.4,0,0,0,0,247.82,0,31193.15,0,4850.26,16180.35,0,0,1386005.21,0,0,0,0,0,0,0,0,0,0,21651.08,0,0,0,0,0,3829.86,0,0,0,0,6344.14,6398.14,127868,0,0,11152.11,0,0,0,0,0,0,29785.17,0,0,6000,0,0,0,779.87,0,0,0,0,0,167440.57,190960.77,55877.58,52759.33,0,0,0,0,4809.49,0,0,0,0,0,0,0,0,0,75182.53,0,13935.05,1452.08,5967.07,6325.75,0,0,0,0,0,0,0,55760.42,0,0,326490.2,35204.23,0,0,0,0,0,0,0,857.35,1239.12,6498.58,0,2324.48,145043.23,20811.17,60577.33,0,0,0,0,0,649.86,10266.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10425.67,0,0,223925.63,0,0,0,1278.57,0,0,0,245977.43,130000,0,0,216.07,2396,0,19.9,11.4,15350,15350,1720,2050,0,0,0,330,13300,1339.3843,192.3921,188.2236,2.3672
278,Lithuania,2020,911.492,1940.986,2.12946027,0,0,0,0,51880,0,0,0,0,0,0,0,705910,0,0,650,0,218850,90,0,0,46610,0,0,38300,0,0,0,0,0,0,930,37650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19560,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,2750,610,0,4340,141690,0,0,0,0,0,43410,97060,0,0,70,0,0,0,80370,0,0,1180,0,0,0,17830,11090,0,6033,0,0,275570,0,0,0,26340,0,0,280,3170,0,0,0,0,0,8310,580,16380,0,0,0,0,0,0,0,1790,151140,310,0,0,0,0,0,0,0,530,0,0,296740,4530,0,0,0,0,972360,1280,0,0,0,0,0,0,1488000,3670,0,0,110060,0,0,0,0,0,0,0,0,0,610,2560,570,3420,0,948480,0,0,0,0,0,0,0,11630,437260,2420,0,0,0,0,0,0,4818750,0,0,111.94,2463,0,1.9,2.5,2942.8,2942.8,2249.4,2284.8,0,570,88,35.4,658,1935.8,62.3,251.3,16.71493333
279,Lithuania,2021,901.73,1938.269,2.149500405,0,0,0,0,36440,0,0,0,0,0,0,0,500410,0,0,480,0,136430,110,0,0,50410,0,0,50120,0,0,0,0,0,0,760,32660,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22980,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,60,0,851663,0,0,0,0,0,0,0,0,0,230,0,0,2820,680,0,4210,104680,0,0,0,0,0,45540,85030,0,0,50,0,0,0,79210,0,0,1080,1890,0,0,14380,9350,0,7894,0,0,170250,0,0,0,19650,0,0,380,2140,0,0,0,0,0,7290,290,18810,0,0,0,0,0,0,0,2140,121060,410,0,0,0,0,0,0,0,440,0,0,200160,5970,0,0,0,0,909360,1360,0,0,0,0,0,0,1473280,3610,0,0,63470,0,0,0,0,0,0,0,0,0,370,2230,600,2760,0,856470,0,0,0,0,0,0,0,13950,206120,1800,0,0,0,0,140,0,4248850,0,0,115.04,2460,4.8,2.1,2.5,2937.8,2937.8,2279,2315.2,0,534.4,88.2,36.2,622.6,1968.6,71.2,239.2,19.38696667
280,Lithuania,2022,891.571,1935.695,2.171105835,0,0,0,0,51420,0,0,0,0,0,0,0,522000,0,0,650,0,210710,170,0,0,53620,0,0,46570,0,0,0,0,0,0,720,43990,20,0,0,0,0,0,0,0,0,0,0,0,0,0,23250,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,40,0,0,0,0,0,0,0,0,0,0,0,270,0,0,2330,620,0,4360,99790,0,0,0,0,0,44580,84240,0,0,40,0,0,0,71210,0,0,960,0,0,0,13370,9250,0,6017,0,0,186100,0,0,0,26430,0,0,320,1820,0,0,0,0,0,5820,190,23000,0,10,0,0,0,0,0,2490,152270,340,0,0,0,0,0,0,0,830,0,0,226420,7370,0,0,0,0,900950,1240,0,0,0,0,0,0,1517610,4330,0,0,71090,0,0,0,0,0,0,0,0,0,630,2290,600,2410,0,728060,0,0,0,0,0,0,0,18550,204560,1350,0,0,0,0,130,0,4482760,0,0,145.35,2459,0,1.3,2.5,2911.3,2911.3,2292.4,2328.3,0,494.4,88.6,35.9,583,1966.5,103.5,222.4,8.069266667
281,Luxembourg,2020,51.616,552.328,10.70071296,0,0,0,0,1380,0,0,0,60,0,0,0,33020,0,0,0,0,170,0,0,0,510,0,0,1080,0,0,0,0,0,0,90,300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,0,0,0,0,0,36034,0,2,0,0,0,0,0,0,0,20,0,0,640,0,0,0,660,0,0,0,0,0,10340,0,0,0,0,0,0,0,12490,0,0,50,0,0,0,1170,0,0,164,0,0,8190,0,0,0,780,0,0,30,0,0,0,0,0,0,80,0,180,0,10,0,0,0,0,0,270,970,0,0,0,0,0,0,0,0,190,0,0,16370,230,0,0,0,0,8990,0,0,0,0,0,0,0,447340,3080,120,0,4720,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,180,0,0,0,0,0,10,25770,0,0,0,0,0,30,0,72400,0,0,111.14,2585,0,0.7,2.5,132.1261,132.1459,62.13,63.685,0.0099,68.25,0,1.555,68.25,48.673,0.341,13.116,59.82006667
282,Luxembourg,2021,50.91,560.428,11.00821057,0,0,0,0,1010,0,0,0,50,0,0,0,29040,0,0,0,0,90,0,0,0,660,0,0,1220,0,0,0,0,0,0,20,210,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13360,0,0,0,0,0,37472.6,0,1.4,0,0,0,0,0,0,0,180,0,0,600,0,0,0,460,0,0,0,0,0,10590,0,0,0,0,0,0,0,12550,0,0,50,0,0,0,760,0,0,48.2,0,0,6820,0,0,0,820,0,0,20,0,0,0,0,0,0,50,0,180,0,0,0,0,0,0,0,90,680,0,0,0,0,0,0,0,0,110,0,0,16220,300,0,0,0,0,4390,0,0,0,0,0,0,0,443280,3280,110,0,7000,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,300,0,0,0,0,0,50,26730,0,0,0,0,0,20,0,76140,0,0,112.14,2582,0,0.6,2.5,132.8018,132.811,62.472,64.03,0.0092,68.537,0,1.558,68.537,48.867,0.291,13.214,60.87806667
283,Luxembourg,2022,50.259,568.739,11.31616228,0,0,0,0,1380,0,0,0,70,0,0,0,37520,0,0,0,0,190,0,0,0,790,0,0,1470,0,0,0,0,0,0,60,360,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11810,0,0,0,0,0,2496,0,0,0,0,0,0,0,0,0,160,0,0,820,0,0,0,910,0,0,0,0,0,9810,0,0,0,10,0,0,0,12840,0,0,50,0,0,0,940,0,0,73,0,0,8650,0,0,0,1160,0,0,20,0,0,0,0,0,0,60,0,240,0,10,0,0,0,0,0,100,970,0,0,0,0,0,0,0,0,180,0,0,14610,630,0,0,0,0,7480,0,0,0,0,0,0,0,449090,3250,90,0,6150,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,620,0,0,0,0,0,130,30240,0,0,0,0,0,30,0,85890,0,0,120.01,2586,0,0.6,2.5,132.5104,132.52,61.992,63.515,0.0096,68.681,0,1.523,68.681,49.112,0.389,12.491,45.3994
284,Madagascar,2020,17020.546,10670.252,0.626904213,0,0,0,74.77,7165.46,1497.43,0,0,0,27190.36,0,406008.63,0,69000,417.94,0,0,0,0,0,0,18149.98,0,0,9263.66,7399.7,76553.04,0,2599679,2789.45,941.72,272.99,0,0,0,0,0,1833.56,501.28,3270.55,23931,12564,56131.13,42220,0,24700,0,627.41,0,0,0,6278.11,743.57,782.71,269.41,0,0.38,0,1807.52,97100,0,391.35,0,0,0,7535.2,490,126.57,0,13595.39,0,2584.66,56758.36,0,0,438164.11,0,5.56,0,0,0,0,154.57,0,0,0,4533.41,855.23,95.11,0,0,0,224883,301420.91,0,0,0,0,31390.55,51250.39,12550.29,12772.72,3638.75,0,0,0,27750.47,0,774.45,1347.06,10166.43,0,0,0,2709.44,0,3977.66,0,17.25,0,20997.84,0,0,10808.55,390.78,83815.47,1045.79,0,0,7033.28,12369,0,4542.13,287.02,0,13287.91,437.78,0,0,240821.27,372501.59,0,11159.86,1397.05,19950.23,1392.86,4387.98,0,0,0,87076.58,6598.24,0,2385.72,12766.11,0,248826.9,0,0,0,0,0,0,0,0,4457.46,498.35,224.51,0,0,452913.59,0,0,4227927,0,0,14317.1,0,44.9,0,57.14,17735.21,0,1372.16,0,47.08,0,0,0,0,3204644.6,0,1210439.19,0,0,231251.47,394.49,40591.33,0,0,2729.42,916.08,3037.72,0,0,0,1000,0,0,139.97,2183,0,10.3,37.6,40895,40895,3000,3600,0,0,0,600,37295,2316.2348,355.4616,328.3036,2.1038
285,Madagascar,2021,17281.025,11145.081,0.64493171,0,0,0,84.45,7148.57,1508.4,0,0,0,27235.59,0,399017.77,0,88931,419.05,0,0,0,0,0,0,18241.14,0,0,9294.13,7401.59,76724.35,0,2567692,2784.15,803.6,272.13,0,0,0,0,0,1809.8,501.74,3227.41,24038.24,11000,54760.52,41919.5,0,23100,0,626.83,0,0,0,5357.3,842.09,744.62,289.05,0,0.37,0,1816.69,97100,0,372.31,0,0,0,7511.38,380,143.33,0,13627.43,0,2563.82,55769,0,0,437842.15,0,5.47,0,0,0,0,161.5,0,0,0,4513.03,857.91,103.67,0,0,0,232026,303372.81,0,0,0,0,26786.51,53127.6,12594.16,12765.63,4120.85,0,0,0,26400,0,776.72,1445.27,10199.05,0,0,0,2751.76,0,3979.91,0,17.22,0,21046.63,0,0,10825.68,393.44,83819.26,1037.41,0,0,8000,12648.33,0,3610.17,316.06,0,13350.55,437.04,0,0,240023.11,374399.48,0,11259.3,1435.56,20027.74,1398.77,5075.87,0,0,0,87672.52,6110.14,0,2402.63,12876.96,0,249728.49,0,0,0,0,0,0,0,0,3803.68,564.38,240.88,0,0,414362.36,0,0,4570673,0,0,14210.7,0,48.18,0,57.14,17551.8,0,1388.92,0,46.9,0,0,0,0,3204399.63,0,1330131,0,0,230737.58,396.79,40538.59,0,0,2717.33,921.4,3141.4,0,0,0,1000,0,0,150.38,2197,7.2,12.2,38.9,40895,40895,3000,3600,0,0,0,600,37295,2336.1355,335.5676,328.2969,1.0959
286,Madagascar,2022,17539.783,11635.629,0.663385003,0,0,0,80.52,7157.67,1493.24,0,0,0,27388.53,0,401104.07,0,79909,420.18,0,0,0,0,0,0,18300.18,0,0,9304.73,7435.45,76942.21,0,2507889,2797.65,722.06,274.73,0,0,0,0,0,1847.88,522.82,3247.65,24119.68,10234,53082.85,50922.39,0,22147.78,0,626.63,0,0,0,4813.76,896.06,747.44,298.45,0,0.37,0,1818,97100,0,373.72,0,0,0,7525.59,352.34,152.52,0,13670.59,0,2551.22,55825,0,0,437412.86,0,5.4,0,0,0,0,158.95,0,0,0,4497.21,862.49,100.92,0,0,0,266913.78,305265.41,0,0,0,0,24068.79,53966.84,12656.23,12772.34,4384.98,0,0,0,26500,0,783.83,1492.26,10266.73,0,0,0,2831.57,0,3983.45,0,17.37,0,21038.16,0,0,10837.07,396.24,83817.7,1028.32,0,0,7000,12527.35,0,3016.67,339.34,0,13400.05,422.72,0,0,240150.22,376322.77,0,11109.17,1427.26,20077.74,1400.67,4997.76,0,0,0,88311.15,6659.01,0,2382.33,12745.88,0,251258,0,0,0,0,0,0,0,0,3417.77,600.55,248.71,0,0,383814.28,0,0,4873948,0,0,14256.48,0,49.74,0,57.14,17568.63,0,1372.95,0,46.87,0,0,0,0,3235338.74,0,1298901,0,0,230249.79,398.69,40639.03,0,0,2721.46,917.45,3161.59,0,0,0,2000,0,0,164.71,2200,0,14.9,39.7,40895,40895,3000,3600,0,0,0,600,37295,2336.1355,335.5676,328.2969,0.716066667
287,Malawi,2020,16748.855,3534.836,0.211049412,0,0,0,82.54,3131.65,0,0,0,0,93531.9,0,393801.75,0,233678,0,0,0,0,1320.87,0,0,197234.15,0,0,4047.28,212,0,0,5858745,0,1146.56,0,0,0,0,1050,0,1356.89,676.44,0,0,0,0,10000,0,58412.07,0,16598.14,0,0,0,6879.35,10777.47,14202.9,261.16,0,0,0,32031.1,0,0,21304.35,0,0,0,0,0,1939.94,0,173.88,0,333.78,350000,0,0,573106.61,0,0,0,0,0,0,0,0,0,0,14279.56,1297,0,0,0,0,3691866,1700000,0,0,0,0,57327.89,117831.56,0,0,58198.35,0,0,0,350000,0,0,1661.9,0,0,48931,0,0,0,0,0,90.78,0,0,3115.86,0,171396.09,0,69016.05,0,0,2667.9,0,253586.52,0,4932.18,0,0,29027,785.06,0,0,16478.8,240028.88,60706.11,12297.11,0,40840,2356.32,481.86,0,0,424033,309091.82,0,404243.26,149.87,0,0,1318236,456000.89,0,0,0,0,0,0,0,5732.79,10238.6,249.28,0,0,64545.38,134670.2,6965.95,145445.5,0,0,25000,4730.76,47.48,0,0,138.4,0,141272,0,210000,0,119.75,18684,0,3075292.45,21000,6918420,0,132221.22,0,253800,550096.89,0,0,4596.23,102000,19.92,0,0,3082.96,697,0,0,208.1,2182,2.6,51,19,5984,5984,3934,4134,0,0,0,200,1850,3037.3559,466.1287,430.5154,15.68783333
288,Malawi,2021,17168.11,3691.081,0.214996351,0,0,0,82.59,3160.7,0,0,0,0,93823.22,0,414796.94,0,227795,0,0,0,0,1326.93,0,0,199358.46,0,0,4092.66,212.07,0,0,6101396,0,1234.96,0,0,0,0,1921,0,1309.19,803.93,0,0,0,0,10000,0,52344,0,18700.08,0,0,0,7409.75,11801.74,12620.29,267.46,0,0,0,34042.24,0,0,18930.43,0,0,0,0,0,2124.31,0,209.58,0,368.37,350000,0,0,568639.42,0,0,0,0,0,0,0,0,0,0,14500.74,1459.75,0,0,0,0,4581000,1733889.79,0,0,0,0,61747.93,127962.46,0,0,63729.37,0,0,0,311000,0,0,1701.99,0,0,42289,0,0,0,0,0,91.25,0,0,3296.92,0,171431.11,0,69267.11,0,0,2670.66,0,249289.97,0,5070.82,0,0,23705.56,771.39,0,0,16305.06,235045.33,61051.48,12407.48,0,42689.41,2322.77,492.19,0,0,421402,333989,0,408894.06,149.25,0,0,1419527,426078.19,0,0,0,0,0,0,0,6174.79,11211.65,255.3,0,0,66485.59,141098.8,6954.78,155000,0,0,45000,5873,48.63,0,0,138.65,0,118351,0,264497,0,95.47,20222.67,0,3172957.54,21356,7448247,0,134014.3,0,242500,555593.85,0,0,4600.8,98692,20,0,0,3051.68,1000,0,0,231.79,2189,0,52.2,19.4,6050,6050,4000,4200,0,0,0,200,1850,3114.8473,447.4235,437.7292,10.1286
