Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Valid
France,2023,Grains & Cereals,21227.75,17377.69,20.51,538.56,31,Keep
USA,2022,Dairy Products,12611.69,13049.41,137.25,638.69,42.76,Keep
Canada,2022,Bakery Items,17391.9,16126.72,114.09,221.61,48.85,Keep
Mexico,2023,Beverages,15736.94,18485.23,42.93,675.35,35.19,Keep
Japan,2022,Grains & Cereals,45691.23,42724.89,185.1,1376.12,41.51,Keep
Turkey,2022,Beverages,13364.72,12820.98,91.65,719.34,45.88,Keep
South Africa,2022,Meat & Seafood,47998.97,42542.48,21.12,1259.95,58.23,Keep
UK,2022,Bakery Items,11966.64,13301.59,115.83,915.51,31.98,Keep
Japan,2022,Fruits & Vegetables,34535.45,40893.1,118.14,935.55,62.39,Keep
Italy,2023,Frozen Food,7047.63,7770.09,192.1,1066.28,38.35,Keep
Indonesia,2022,Prepared Food,10946.27,9985.4,22.7,41.39,32.25,Keep
Japan,2022,Fruits & Vegetables,36016.94,41810.77,143.73,380.81,35.09,Keep
India,2022,Bakery Items,16918.08,13849.39,60.7,1373.73,35.69,Keep
South Korea,2022,Prepared Food,19416.71,19012.69,174.09,850.25,31.9,Keep
Russia,2023,Beverages,25544.81,20534.78,83.1,254.13,61.58,Keep
China,2023,Meat & Seafood,31227.83,27531.76,175.43,426.57,30.56,Keep
France,2022,Dairy Products,36132.8,38019.37,174.75,291.54,30.7,Keep
South Africa,2023,Bakery Items,34812.38,40287.24,113.55,948.77,43.02,Keep
South Africa,2024,Dairy Products,6165.28,6649.18,59.55,587.31,52.46,Keep
UK,2023,Prepared Food,7564.96,8080.02,84.93,622.85,49.72,Keep
India,2022,Prepared Food,15110.91,13466.97,103.86,183.22,34.09,Keep
Spain,2022,Prepared Food,48130.47,46308.2,52.01,1163.34,33.79,Keep
Spain,2024,Meat & Seafood,44974.08,51881.79,35.98,309.36,58.07,Keep
UK,2024,Grains & Cereals,19391.4,22473.12,145.34,954.1,49.5,Keep
Australia,2024,Fruits & Vegetables,22251.13,22714.85,64.89,1289.83,31.34,Keep
Russia,2022,Grains & Cereals,10154.62,11557.75,121.16,93.24,52.13,Keep
India,2023,Frozen Food,2719.91,2582.01,27.85,361.98,44.08,Keep
USA,2024,Frozen Food,43993.85,51377.53,93.19,827.64,66.88,Keep
Russia,2024,Frozen Food,36252.86,40806,124.33,948.36,54.8,Keep
Italy,2022,Fruits & Vegetables,7387.67,6592.27,162.25,310.59,35.77,Keep
Canada,2023,Meat & Seafood,35565.43,32461.74,165.87,286.81,65.95,Keep
Germany,2022,Frozen Food,18581.47,17912.97,25.24,636.98,46.62,Keep
Saudi Arabia,2024,Meat & Seafood,42109.96,38051.03,121.87,153.07,65.54,Keep
China,2022,Beverages,9330.53,10553.98,198.22,477.18,38.71,Keep
Argentina,2022,Prepared Food,49077.56,43299.18,157.78,751.16,58.34,Keep
Brazil,2024,Dairy Products,36311.05,37535.07,153.46,255.12,53.38,Keep
Australia,2022,Fruits & Vegetables,44018.09,40651.87,56.74,520.98,50.79,Keep
Italy,2023,Frozen Food,37300.19,34241.74,117.96,1162.68,57.89,Keep
UK,2022,Prepared Food,11790.92,10744.15,76.64,1181.97,68.11,Keep
South Korea,2022,Prepared Food,22759.88,23150.96,140.15,1164.68,30.96,Keep
USA,2024,Frozen Food,34920.22,41297.31,119.51,166.78,34.07,Keep
Australia,2023,Dairy Products,20112.72,23111.23,182.53,397.74,46.93,Keep
Saudi Arabia,2024,Beverages,7001.67,6253.55,115.35,506.46,52.79,Keep
Russia,2022,Fruits & Vegetables,4066.93,3535.25,34.09,763.98,48.21,Keep
Argentina,2024,Prepared Food,9741.44,10923.48,120.83,1136.78,51.6,Keep
Mexico,2022,Fruits & Vegetables,19883.54,20482.16,89.54,143.28,41.04,Keep
Mexico,2022,Prepared Food,25266.57,29103.97,23.08,365.87,30.77,Keep
Mexico,2022,Grains & Cereals,29858.48,26602,148.96,1148.6,60.14,Keep
USA,2022,Bakery Items,41358.45,38242.08,29.43,1344.69,69.82,Keep
France,2023,Dairy Products,40463.95,38574.46,197.39,725.6,58.54,Keep
France,2022,Grains & Cereals,32301.18,37418.51,88.09,208.25,57.91,Keep
Indonesia,2022,Bakery Items,39060.62,34962.3,199.92,885.96,44.17,Keep
Saudi Arabia,2023,Dairy Products,39089.47,43319.68,146,1208.04,54.47,Keep
South Africa,2023,Beverages,16404.78,16488.93,144.96,1258.65,48.67,Keep
UK,2023,Beverages,18477.47,16169.26,189.68,116.27,62.14,Keep
Argentina,2024,Prepared Food,23781.08,20518.47,95.72,220.58,62.52,Keep
China,2022,Dairy Products,46538.54,48512.62,28.93,200.8,54.15,Keep
Italy,2023,Prepared Food,42517.89,45806.9,40.38,1119.79,39.87,Keep
Spain,2022,Bakery Items,26722.17,27929.17,129.95,1242.06,37.52,Keep
Germany,2022,Prepared Food,8866.15,7180.84,151.04,1211.41,55.91,Keep
Canada,2023,Dairy Products,23820.09,22406.26,123.31,1363.28,56.33,Keep
Turkey,2023,Dairy Products,38824.25,31165.16,89.32,1155.79,67.7,Keep
Brazil,2023,Dairy Products,38384.3,41110.12,155.28,301.83,42.32,Keep
Japan,2022,Prepared Food,29107.43,29245.63,41.61,218.47,64.35,Keep
Italy,2023,Fruits & Vegetables,26493.15,24338.43,68.05,893.81,69.94,Keep
Spain,2023,Grains & Cereals,22081.35,21954.34,64.9,417.68,57.16,Keep
UK,2022,Prepared Food,46401.05,48577,126.89,258.06,63.37,Keep
Saudi Arabia,2024,Dairy Products,48061.2,40348.26,102.55,148.08,67.86,Keep
South Africa,2024,Fruits & Vegetables,14884.47,16805.56,33.18,427.48,61,Keep
Indonesia,2023,Dairy Products,6932.17,5755.96,98.51,862.35,45.62,Keep
Mexico,2022,Prepared Food,8042.22,7615.36,23.76,697.81,55.53,Keep
South Korea,2022,Grains & Cereals,27519,27745.27,163.55,791.56,42.95,Keep
Mexico,2022,Dairy Products,21686.39,18997.42,82.69,440.06,64.18,Keep
UK,2022,Beverages,17580.51,19982.08,58.39,1265.72,54.68,Keep
Argentina,2022,Prepared Food,23655.31,23348.89,79.57,83.43,48.77,Keep
South Africa,2022,Grains & Cereals,46451.63,39707.99,104.93,1223.69,58.84,Keep
Germany,2024,Meat & Seafood,15446.96,14357.89,184.54,807.79,55.9,Keep
Canada,2023,Bakery Items,38768.71,42416.9,164.11,228.2,50.76,Keep
UK,2023,Beverages,8414.8,9984.14,158.88,25.39,57.91,Keep
USA,2023,Beverages,44969.56,48115.31,178.15,330.28,37.99,Keep
Argentina,2022,Meat & Seafood,12421.08,12731.67,114.22,1324.66,53.11,Keep
Australia,2023,Frozen Food,24491.1,28821.19,153.93,320,44.13,Keep
China,2022,Bakery Items,1393.35,1181.65,97.46,1196.78,33.39,Keep
Mexico,2024,Beverages,12211.81,11994.85,66.66,1324.92,52.25,Keep
India,2022,Beverages,31791.18,27882.5,140.94,272.42,58.72,Keep
India,2022,Fruits & Vegetables,19895.02,18052.81,90.72,360.53,43.25,Keep
Indonesia,2022,Fruits & Vegetables,36567.57,39207.3,153.83,362.32,59.99,Keep
USA,2022,Grains & Cereals,47623.36,41440.21,63.62,1017.66,36.88,Keep
Italy,2023,Dairy Products,37128.77,31765.22,93.57,671.42,62.43,Keep
Mexico,2023,Meat & Seafood,8534.59,8703.64,43.65,487.73,56.02,Keep
Argentina,2022,Prepared Food,14467.99,16747.79,52.17,642.86,52,Keep
USA,2024,Fruits & Vegetables,17611.63,18603.78,142.77,154.37,68.38,Keep
Brazil,2022,Fruits & Vegetables,16101.93,13941.75,59.26,849.77,64.66,Keep
Italy,2023,Fruits & Vegetables,16001.7,17823.32,107.75,755.37,60.5,Keep
Australia,2022,Frozen Food,37582.45,41611.09,167.94,1209.51,48.1,Keep
USA,2022,Meat & Seafood,4581.11,4174.81,155.34,211.45,62.13,Keep
Argentina,2022,Fruits & Vegetables,16702.75,19585.76,58.49,387.21,40.65,Keep
Australia,2022,Dairy Products,33923.62,28921.39,195.02,909.28,68.7,Keep
Argentina,2022,Bakery Items,40591.28,45816.8,28.55,866.04,43.32,Keep
Germany,2022,Frozen Food,8884.49,9205.54,106.43,466.41,55.13,Keep
Saudi Arabia,2022,Beverages,28267.81,27957.45,190.88,509.25,38.79,Keep
Mexico,2022,Fruits & Vegetables,28403.53,31672.29,99.03,11.58,55.44,Keep
Germany,2022,Prepared Food,37743.88,38738.98,46.66,119.76,32.52,Keep
USA,2023,Frozen Food,20356.45,21635.28,32.2,928.58,65.99,Keep
Spain,2022,Dairy Products,17552.92,18078.2,29.92,918.87,40.64,Keep
Canada,2024,Fruits & Vegetables,30718.53,30692.35,71.42,131.67,41.46,Keep
Indonesia,2022,Beverages,6814.9,5714.47,155.41,175.92,61.03,Keep
Indonesia,2023,Beverages,23321.82,26952.6,133.44,735.15,40.47,Keep
Canada,2022,Meat & Seafood,41155.07,36779.53,167.03,218.12,43.33,Keep
USA,2022,Meat & Seafood,37796.42,39306.88,164.53,1122.28,31.53,Keep
Saudi Arabia,2023,Bakery Items,48787.45,57469.17,111.93,919.52,40.95,Keep
Indonesia,2022,Beverages,9380.46,10402.32,132.16,891.06,47.86,Keep
Mexico,2022,Prepared Food,35453.2,29871.31,120.72,162.58,62.82,Keep
Canada,2022,Bakery Items,41808.81,42236.58,67.75,655.29,45.16,Keep
Mexico,2024,Beverages,42070.19,44375.44,103.24,1127.86,36.38,Keep
Japan,2022,Grains & Cereals,6212.78,6174.84,178.86,1001.38,40.75,Keep
USA,2022,Meat & Seafood,27413.78,31419.33,195.72,211.42,69.43,Keep
France,2023,Fruits & Vegetables,15155.89,17812.77,95.41,1243.55,42.32,Keep
Indonesia,2022,Bakery Items,47546.87,48143.04,146.6,796.35,33.62,Keep
Brazil,2022,Beverages,27497.52,22111.98,63.61,648.04,47.3,Keep
Turkey,2022,Fruits & Vegetables,14405.3,17091.03,29.48,437.01,61.75,Keep
USA,2023,Meat & Seafood,16834.41,19328.03,50.06,1187.4,56.01,Keep
Spain,2023,Prepared Food,23852.66,27457.11,41.4,170.52,40.6,Keep
UK,2022,Bakery Items,3179.96,2720.75,73.39,1042.55,62.84,Keep
Saudi Arabia,2022,Beverages,34130.79,35657.33,170.5,577.34,32.27,Keep
France,2022,Prepared Food,37384.57,32795.85,198.77,1125.95,30.05,Keep
UK,2022,Frozen Food,41708.45,43196.51,141.07,143.92,65.48,Keep
Russia,2022,Fruits & Vegetables,19157.12,20112.12,55.94,763.12,63.51,Keep
South Africa,2024,Meat & Seafood,33622.66,37639.57,150.86,76.83,41.28,Keep
Russia,2022,Meat & Seafood,32917.54,38422.03,58.78,1232.8,66.02,Keep
Germany,2022,Frozen Food,49311.94,52127.51,176.29,818.32,51.58,Keep
Brazil,2022,Meat & Seafood,650.11,603.05,33.37,350,43.18,Keep
Australia,2024,Bakery Items,48239.94,50223.97,158.2,1032.6,42.16,Keep
Indonesia,2022,Bakery Items,8737.74,9012.64,72.03,476.62,46.52,Keep
South Africa,2022,Grains & Cereals,8740.28,8843.52,142.61,1133.63,37.14,Keep
Australia,2023,Fruits & Vegetables,24162.4,19831.43,177.6,1092.63,39.72,Keep
Russia,2022,Bakery Items,7681.12,8210.6,126.49,957.91,55.71,Keep
Russia,2024,Frozen Food,9049.12,7668.69,52.21,1111.26,47.61,Keep
Saudi Arabia,2024,Bakery Items,10519.94,11336.34,134.36,1201.63,66.7,Keep
Germany,2022,Frozen Food,21432.99,25269.32,76.49,804.72,64.77,Keep
UK,2022,Fruits & Vegetables,42313.38,50532.46,108.37,1176.64,44.09,Keep
Turkey,2022,Bakery Items,4888.86,4334.89,108.03,1106.8,42.73,Keep
China,2024,Prepared Food,34744.9,30622.04,98.46,546.3,34.22,Keep
France,2024,Dairy Products,19279.87,20683.87,107.37,164.65,53.62,Keep
Australia,2022,Frozen Food,10942.22,10530.58,50.42,690.47,46.93,Keep
Indonesia,2022,Bakery Items,43005.41,44585.89,170.28,88.76,69.67,Keep
India,2022,Bakery Items,21169.63,18682.5,146.8,596.55,50.59,Keep
Indonesia,2022,Bakery Items,25307.75,24920.78,154.39,215.25,54.39,Keep
Australia,2022,Fruits & Vegetables,27386.44,31621.42,97.9,1293.4,69.21,Keep
Argentina,2024,Bakery Items,39454.31,39951.72,104.91,1200.15,54.22,Keep
Mexico,2022,Grains & Cereals,30839.37,35023.2,117.33,1244.87,57.23,Keep
Indonesia,2024,Meat & Seafood,10487.16,10653.06,57.36,1054.81,43.74,Keep
USA,2024,Frozen Food,5223.14,5743.53,48.44,1135.58,54.71,Keep
France,2022,Prepared Food,45022.32,52601.32,193.47,414.18,37.85,Keep
Australia,2023,Bakery Items,42006.8,42368.02,33.38,636.92,36.29,Keep
USA,2022,Prepared Food,39022.45,36291.98,168.07,794.76,51.95,Keep
Brazil,2022,Bakery Items,45076.43,49600.71,59.27,1060.66,60.5,Keep
USA,2023,Prepared Food,10355.42,9724.63,182.31,38.82,32.02,Keep
Turkey,2022,Grains & Cereals,16025.83,14500.02,94.43,1042.1,51.17,Keep
Italy,2022,Bakery Items,43108.6,37808.92,155.2,414.48,59.87,Keep
UK,2024,Prepared Food,20177.39,19881.84,64.67,191.53,62.55,Keep
Mexico,2022,Grains & Cereals,45819.44,47170.79,129.93,1258.56,48.37,Keep
Turkey,2024,Bakery Items,14744.2,12073.93,162.52,414.5,57.27,Keep
Brazil,2022,Bakery Items,14575.48,17266.43,67.43,805.91,30.74,Keep
Canada,2022,Fruits & Vegetables,38189.07,40072.3,49.81,558.44,50.58,Keep
India,2022,Grains & Cereals,24589.27,20840.73,143.07,811.88,46.19,Keep
UK,2024,Fruits & Vegetables,22500.01,21129.02,52.15,737.52,47.4,Keep
Turkey,2022,Frozen Food,39737.36,37233.21,164.5,505.75,61.35,Keep
Indonesia,2022,Frozen Food,2307.08,1887.99,73.51,26.91,59.31,Keep
China,2024,Meat & Seafood,28541.94,29937.14,38.07,311.81,62.16,Keep
China,2023,Frozen Food,5307.21,4368.62,82.8,967.12,54.49,Keep
Indonesia,2022,Bakery Items,710.96,574.69,63.36,897.31,66.63,Keep
Italy,2022,Bakery Items,45351,44837.17,75.8,139.71,62.17,Keep
Russia,2022,Fruits & Vegetables,3276.1,3186.36,128.06,141.24,53.5,Keep
UK,2022,Frozen Food,45818.4,47474.91,163.87,423.39,38.76,Keep
Indonesia,2022,Bakery Items,25218.13,21911.21,157.17,1151.71,65.83,Keep
France,2024,Prepared Food,31850.76,37235.91,166.61,397.67,68.28,Keep
South Africa,2022,Fruits & Vegetables,30072.7,30370.68,97.55,64.42,69.06,Keep
Russia,2022,Grains & Cereals,22926.98,24139.73,194.18,965.7,35.02,Keep
Turkey,2022,Prepared Food,32959.47,39527.46,148.19,876.25,39.45,Keep
Brazil,2022,Fruits & Vegetables,41810.55,49687.65,47.97,711,62.29,Keep
UK,2022,Dairy Products,31151.33,32018.28,60.68,907.81,50.74,Keep
UK,2022,Prepared Food,1364.29,1239.2,178.83,1203.27,36.29,Keep
Australia,2022,Dairy Products,4506.02,4669.49,48.83,810.54,44.16,Keep
Australia,2023,Bakery Items,4270.43,5040.7,69.09,637.62,50.96,Keep
Mexico,2023,Dairy Products,47563.03,44152.92,50.81,1104.15,61.07,Keep
Argentina,2023,Frozen Food,29183.93,24719.3,182.49,156.89,40.02,Keep
Turkey,2023,Meat & Seafood,25255.13,21478.56,128.32,458.67,68.52,Keep
Germany,2023,Fruits & Vegetables,4781.44,4913.99,174.3,677.87,62.47,Keep
South Africa,2022,Frozen Food,27412.14,24285.52,29.08,1032.17,37.87,Keep
Turkey,2022,Bakery Items,11754.6,13589.36,38.41,1325.99,39.56,Keep
Saudi Arabia,2024,Dairy Products,48884.83,49493.39,53.16,750.5,39.8,Keep
Saudi Arabia,2022,Bakery Items,34878.89,28723.34,109.99,1393.23,42.47,Keep
Brazil,2022,Fruits & Vegetables,5881.53,5929.15,196.4,230.31,62.64,Keep
Argentina,2022,Bakery Items,11947.95,12681.14,56.45,1179.45,66.07,Keep
Indonesia,2023,Prepared Food,25607.05,26209.52,172.27,624.95,39.28,Keep
Mexico,2022,Grains & Cereals,8949,8542.5,27.53,605.81,47.54,Keep
Turkey,2023,Prepared Food,7295.93,6657.76,166.02,366.41,58.51,Keep
Russia,2022,Fruits & Vegetables,14859.9,14172.89,80.6,1244.35,64.89,Keep
Australia,2023,Grains & Cereals,35501.37,36953.27,198.19,1305.18,37.67,Keep
UK,2022,Meat & Seafood,41283.64,42195.46,78.15,513.62,46.16,Keep
Saudi Arabia,2022,Frozen Food,33558.64,36201.96,44.06,1099.07,65.53,Keep
USA,2022,Grains & Cereals,11479.76,12719.36,144.51,454.91,34.01,Keep
Germany,2024,Fruits & Vegetables,29925.45,31118.14,95.47,1136.32,68.75,Keep
India,2022,Frozen Food,38352.58,36719.57,55.06,1118.04,52.91,Keep
UK,2022,Fruits & Vegetables,8352.25,7851.65,50.15,1108.56,37.32,Keep
Indonesia,2022,Frozen Food,20372.16,21673.06,141.76,758.88,56.79,Keep
Brazil,2022,Prepared Food,18814.31,16286.36,89.87,1387.49,35.71,Keep
Japan,2022,Frozen Food,24800.87,28942.48,94.71,1060.06,68.3,Keep
Mexico,2022,Meat & Seafood,35852.3,41996.52,167.88,1307.15,55.63,Keep
Australia,2022,Grains & Cereals,16867.64,19167.49,157.32,1287.85,44.16,Keep
Brazil,2022,Frozen Food,37794.81,31849.6,48.76,76.6,38.69,Keep
Indonesia,2023,Meat & Seafood,26834.02,28019.55,134.12,1106.66,44.36,Keep
Germany,2023,Grains & Cereals,45074.35,54083.25,177.56,537.68,31.91,Keep
Brazil,2022,Prepared Food,12289.15,13239.72,137.34,1037.97,60.7,Keep
Canada,2024,Prepared Food,9355.97,9822.33,86.16,1361.33,42.61,Keep
USA,2022,Fruits & Vegetables,23481.71,19223.31,73.28,828.05,60.52,Keep
Mexico,2022,Dairy Products,43147.54,35382.31,43.19,843.07,44.77,Keep
Mexico,2024,Dairy Products,11269.07,13498.84,38.35,1230.65,31.35,Keep
Turkey,2024,Frozen Food,17898.72,14550.68,75.37,545.64,50.77,Keep
India,2022,Grains & Cereals,5759.15,6427.88,168.77,1394.2,37.22,Keep
Russia,2024,Frozen Food,17975.33,19843.9,167.86,371.59,51.81,Keep
India,2022,Fruits & Vegetables,4710.18,5007.17,121.85,315.22,32.35,Keep
Italy,2024,Dairy Products,46977.59,38449.13,122.48,270.52,30.24,Keep
Italy,2023,Beverages,36629.83,41345.52,170.98,1394.89,34.21,Keep
Spain,2023,Prepared Food,44685.41,50697.78,31.08,666.22,31.19,Keep
Japan,2022,Prepared Food,34343.36,37433.1,137.02,467.65,32.24,Keep
Germany,2022,Dairy Products,15916.02,14934.3,135.53,733.39,51.45,Keep
Italy,2022,Grains & Cereals,14919.1,17084.2,132.51,803.19,36.11,Keep
Italy,2022,Grains & Cereals,28088.1,24215.09,76.32,729.94,54.91,Keep
Russia,2022,Prepared Food,48638.45,41147.2,165.93,112.72,33.42,Keep
Canada,2022,Beverages,27384.23,27460.01,166.87,1125.17,32.88,Keep
France,2022,Frozen Food,37658.84,44908.91,161.7,1057.61,61.06,Keep
Germany,2022,Meat & Seafood,41004.31,46604.29,25.18,647.17,54.86,Keep
Saudi Arabia,2024,Dairy Products,40479.95,45457.05,146.15,768,49.72,Keep
Brazil,2023,Frozen Food,19435.29,17713.11,188.88,86.56,69.95,Keep
South Korea,2024,Dairy Products,21718.22,25018.76,147.72,634.49,34.56,Keep
Turkey,2024,Bakery Items,33486.25,35017.71,97.42,200.3,54.79,Keep
Mexico,2022,Grains & Cereals,34149.18,38842.47,101.9,942.49,35.92,Keep
Indonesia,2022,Meat & Seafood,46815.5,42424.43,118.25,1051.34,31.52,Keep
Italy,2022,Prepared Food,20946.36,17515.05,161.73,517.33,62.44,Keep
UK,2022,Dairy Products,31688.19,25866.5,26.21,266.91,64.94,Keep
Spain,2024,Frozen Food,49203.54,48789.55,157.65,770.05,57.34,Keep
South Africa,2022,Prepared Food,20894.32,20180.47,109.99,624.72,39.49,Keep
Saudi Arabia,2022,Dairy Products,13520.49,12198.85,168.69,1060.38,46.82,Keep
Japan,2022,Beverages,46515.03,45618.46,100.96,335.06,54.33,Keep
Turkey,2022,Bakery Items,37878.43,45092.53,32.95,245.46,45.18,Keep
Brazil,2022,Fruits & Vegetables,2042.26,2256.48,78.13,212.94,43.55,Keep
Turkey,2023,Prepared Food,16263.94,13066.74,146.14,532.68,40.63,Keep
Australia,2022,Meat & Seafood,8997.95,8132.68,165.36,585.42,54.71,Keep
Spain,2022,Dairy Products,44003.89,35541.28,93.26,1175.91,31.42,Keep
Russia,2022,Prepared Food,19047.02,16267.32,170.58,272.33,32.49,Keep
Japan,2022,Grains & Cereals,3719.16,3803.6,61.05,882.69,50.28,Keep
Germany,2022,Grains & Cereals,5457.06,5389.62,147.7,667.61,41.52,Keep
Spain,2022,Frozen Food,21309.4,17977.6,161.31,811.37,55.74,Keep
South Africa,2022,Beverages,29919.89,25147.81,32.57,1017.44,54.87,Keep
Germany,2022,Bakery Items,18850.26,18542.54,167.04,946.56,67.68,Keep
China,2023,Prepared Food,24201.12,25444.62,149.36,880.91,35.58,Keep
Australia,2023,Bakery Items,21391.07,21174.67,60.25,562,61.38,Keep
USA,2022,Frozen Food,11890.66,13680.35,178.86,381.88,52.96,Keep
Brazil,2022,Fruits & Vegetables,41759.37,35161.45,92.07,1097.09,42.12,Keep
Turkey,2022,Meat & Seafood,29113.22,27117.15,21.72,725.76,46.3,Keep
Brazil,2022,Fruits & Vegetables,43846.87,44810.33,67.92,167.79,40.76,Keep
South Korea,2022,Beverages,14779.69,12125.54,183.18,830.63,50.83,Keep
UK,2022,Meat & Seafood,10642.53,9247.43,73.8,1201.16,52.48,Keep
Australia,2024,Bakery Items,15025.78,15189.24,133.36,598,38.1,Keep
Japan,2022,Meat & Seafood,48372.88,48305,177.17,1289.27,35.56,Keep
Mexico,2022,Prepared Food,24836.07,23121.8,68.62,1310.94,50.31,Keep
Brazil,2022,Prepared Food,49395.14,40327.45,100.35,1122.91,41.63,Keep
Saudi Arabia,2022,Beverages,14009.07,12256.59,145.34,1284.28,50.62,Keep
Canada,2022,Grains & Cereals,44914.43,37679.79,167.65,907.89,59.33,Keep
Australia,2022,Dairy Products,48373.39,50449.34,58.89,1328.37,33.97,Keep
South Africa,2024,Prepared Food,1272.94,1162.15,46.61,474.04,30.52,Keep
Brazil,2024,Grains & Cereals,45457.1,53715.15,83.69,1103.59,38.58,Keep
Mexico,2022,Beverages,16309.24,13445.9,54.53,286.48,56.3,Keep
Canada,2022,Meat & Seafood,47128.3,42676.68,74.29,783.58,32.16,Keep
France,2024,Grains & Cereals,8544.62,9823.34,77.69,523.41,69.48,Keep
Indonesia,2022,Meat & Seafood,15955.86,15880.58,41.11,1178.63,62.6,Keep
Argentina,2022,Frozen Food,44822.55,49895.35,197.44,147.11,58.43,Keep
China,2022,Beverages,3118.62,2909.39,53.67,718.13,69.49,Keep
USA,2022,Prepared Food,25659.44,27457.72,59.04,560.91,58.83,Keep
Japan,2024,Beverages,8603.66,9492.05,180.94,844.33,50.24,Keep
South Korea,2022,Meat & Seafood,30588.9,31101.57,21.56,964.88,57.23,Keep
USA,2022,Dairy Products,42054.56,40586.17,164.65,677.49,53.46,Keep
Brazil,2023,Dairy Products,33238.1,39785.69,95.99,628.71,66.81,Keep
India,2024,Meat & Seafood,1018.55,1113.39,80.91,629.54,46.08,Keep
UK,2022,Fruits & Vegetables,23277.06,22356.43,46.29,629.91,32.05,Keep
USA,2023,Prepared Food,41492.82,42210.23,116.67,1212.89,43.25,Keep
Russia,2023,Dairy Products,47943.19,55889.29,115.49,880.02,54.88,Keep
UK,2022,Prepared Food,14430.76,16888.06,144.34,963.08,44.8,Keep
UK,2022,Prepared Food,31463.73,28077.99,132.09,726.58,55.88,Keep
France,2024,Beverages,22568.53,19426.19,34.78,337.57,46.97,Keep
China,2022,Meat & Seafood,26277.31,30674.72,20.75,656.63,43.06,Keep
Saudi Arabia,2022,Beverages,30652.52,26069.74,76.6,112.13,65.33,Keep
China,2022,Meat & Seafood,1011.68,919.94,37.25,956.73,45.72,Keep
Argentina,2023,Grains & Cereals,3551.88,3421.91,188.57,163.24,48.64,Keep
Mexico,2023,Fruits & Vegetables,24249.02,25360.3,68.54,327.16,51.89,Keep
Australia,2024,Bakery Items,13016.6,11189.42,89.81,380.82,36.44,Keep
South Korea,2022,Beverages,37480.14,30030.39,167.72,498.14,47.75,Keep
Canada,2024,Beverages,36988.46,36817.82,64.52,975.59,43,Keep
South Africa,2022,Fruits & Vegetables,21318.41,25152.62,179.31,1114.25,30.27,Keep
Brazil,2022,Bakery Items,574.78,680.3,75.4,1104.87,54.17,Keep
Italy,2022,Prepared Food,6744.99,6123.36,28.23,1308.31,36.85,Keep
Germany,2022,Grains & Cereals,29993.64,26143.71,170.9,1395.33,30.97,Keep
India,2022,Dairy Products,1993.1,1653.46,149.71,1042.48,49.14,Keep
Saudi Arabia,2023,Meat & Seafood,29863.47,33995.1,180.59,448.42,48.87,Keep
France,2022,Prepared Food,5117.99,4340.83,148.17,860.14,49.71,Keep
USA,2022,Frozen Food,22874.2,19013.91,128.93,952.95,56.07,Keep
China,2022,Beverages,25815.31,29076.17,192.98,173.91,34.65,Keep
UK,2022,Fruits & Vegetables,37787.32,41231.55,83.06,222.81,50.4,Keep
Japan,2022,Meat & Seafood,5754.96,5176.17,138.03,876.07,47.77,Keep
Mexico,2024,Prepared Food,10757.54,12190.96,62.42,1002.29,49.69,Keep
Argentina,2022,Frozen Food,13640.73,12172.06,193.59,879.77,57.32,Keep
France,2023,Frozen Food,1914.02,2194.11,73.57,644.03,34.79,Keep
UK,2023,Dairy Products,49946.21,44175.06,136.91,114.6,60.76,Keep
USA,2022,Frozen Food,43266.7,45722.33,56.36,1289.02,32.05,Keep
Australia,2022,Grains & Cereals,23374.75,20755.29,88.6,1282.72,68.07,Keep
South Korea,2024,Fruits & Vegetables,19512.89,22673,125.7,203.15,30.5,Keep
France,2024,Bakery Items,30320.54,34017.9,99.02,638.57,37.63,Keep
Italy,2022,Frozen Food,38347.96,41285.16,72.47,506.24,59.52,Keep
South Africa,2024,Grains & Cereals,14103.65,12207.56,147.59,552.99,62.34,Keep
Mexico,2022,Bakery Items,22620.3,21652.05,138.18,665.27,42.14,Keep
UK,2022,Beverages,21153.26,21898.79,144.72,1168.57,46.53,Keep
Brazil,2023,Grains & Cereals,16056.57,13556.44,48.71,699.83,38.1,Keep
Spain,2022,Frozen Food,10883.89,12004.85,77.59,687.98,39.44,Keep
India,2022,Prepared Food,17404.36,16904.52,94.17,825.6,57.59,Keep
South Korea,2022,Fruits & Vegetables,20115.81,21021.75,124.74,33.52,60.25,Keep
USA,2022,Dairy Products,31844.6,28277.58,168.62,779.34,39.78,Keep
USA,2022,Prepared Food,29791.77,34363.63,170.28,639.18,47.95,Keep
Russia,2022,Beverages,2849.62,2986.54,20.21,177.3,64.93,Keep
South Korea,2022,Frozen Food,1035.72,984.88,37.01,1166.98,53.83,Keep
Australia,2022,Prepared Food,31651.36,26405.59,67.6,884.79,65.7,Keep
India,2022,Bakery Items,22099.49,18873.66,175.5,1277.99,60.29,Keep
South Korea,2024,Meat & Seafood,31221.6,34554.54,162.65,574.63,64.48,Keep
UK,2023,Bakery Items,18014.05,15852.44,180.34,944.68,61.14,Keep
India,2024,Grains & Cereals,39440.62,43051.91,82.83,1317.74,50.69,Keep
China,2022,Fruits & Vegetables,32986.36,34639.82,60.94,873.46,54.73,Keep
Australia,2022,Fruits & Vegetables,40051.48,39577.85,145.96,1369.91,40.42,Keep
